,name,ins_id,ticker,isin,instrument_type,market,country,sector,branch
1317,EQT,1874,EQT,SE0012853455,Aktie,Large Cap,Sverige,Finans & Fastighet,Investmentbolag
1318,Lipidor,1875,LIPI,SE0012558617,Aktie,First North,Sverige,Hälsovård,Läkemedel
1319,Akelius D,1876,AKEL D,SE0013110186,Aktie,First North,Sverige,Finans & Fastighet,Fastighetsbolag
1320,Fleming Properties,1877,FLMNG,SE0013042561,Aktie,Spotlight,Sverige,Finans & Fastighet,Fastighetsbolag
1321,Preservia Hyresfastigheter,1878,PHYR B,SE0013147113,Aktie,NGM,Sverige,Finans & Fastighet,Fastighetsbolag
1322,Kahoot!,1879,KAHOT,NO0010823131,Aktie,Oslo Bors,Norge,Informationsteknik,Affärs- & IT-System
1323,Norske Skog,1880,NSKOG,NO0010861115,Aktie,Oslo Bors,Norge,Material,Skogsbolag
1324,Relais Group,1881,RELAIS,FI4000391487,Aktie,Mid Cap,Finland,Industri,Elektroniska komponenter
1325,Carbiotix,1882,CRBX,SE0013016128,Aktie,Spotlight,Sverige,Hälsovård,Läkemedel
1326,eBlitz Group,1883,EBLITZ,SE0009580756,Aktie,NGM,Sverige,Finans & Fastighet,Kredit & Finansiering
1327,ZignSec,1884,ZIGN,SE0012930105,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1328,SATS,1885,SATS,NO0010863285,Aktie,Oslo Bors,Norge,Sällanköpsvaror,Fritid & Sport
1329,K-Fast Holding,1887,KFAST B,SE0016101679,Aktie,Mid Cap,Sverige,Finans & Fastighet,Fastighetsbolag
1330,Fodelia,1888,FODELIA,FI4000400262,Aktie,First North,Finland,Dagligvaror,Livsmedel
1331,Hafnia Limited,1889,HAFNI,BMG4233B1090,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Transport
1332,Observe Medical,1890,OBSRV,NO0010865009,Aktie,Oslo Expand,Norge,Hälsovård,Medicinsk Utrustning
1333,Amido,1891,AMIDO,SE0013042108,Aktie,Spotlight,Sverige,Industri,Säkerhet
1334,Adventure Box,1892,ADVBOX,SE0012955276,Aktie,First North,Sverige,Sällanköpsvaror,Gaming & Spel
1335,Faron Pharmaceuticals,1893,FARON,FI4000153309,Aktie,First North,Finland,Hälsovård,Läkemedel
1336,Optomed,1894,OPTOMED,FI4000410881,Aktie,Small Cap,Finland,Hälsovård,Medicinsk Utrustning
1337,TietoEVRY,1895,TIETO,FI0009000277,Aktie,Oslo Bors,Norge,Informationsteknik,IT-Konsulter
1338,QleanAir,1896,QAIR,SE0013382066,Aktie,First North,Sverige,Industri,Energi & Återvinning
1339,MOBA Network,1897,MOBA,SE0016277909,Aktie,First North,Sverige,Sällanköpsvaror,Gaming & Spel
1340,Divio Technologies,1902,DIVIO B,SE0011311554,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1341,Fastpartner D,1903,FPAR D,SE0013512514,Stocks2,Large Cap,Sverige,Finans & Fastighet,Fastighetsbolag
1342,Sociallite US,1904,SOCIAL,SE0020824373,Aktie,Spotlight,Sverige,Sällanköpsvaror,Marknadsföring
1343,Kollect on Demand,1906,KOLL,SE0013512019,Aktie,First North,Sverige,Industri,Energi & Återvinning
1344,ODI Pharma,1912,ODI,SE0013409760,Aktie,Spotlight,Sverige,Hälsovård,Läkemedel
1345,Zwipe,1913,ZWIPE,NO0010721277,Aktie,First North,Sverige,Informationsteknik,Biometri
1346,Nord Insuretech,1915,NORDIG,SE0013486255,Aktie,NGM,Sverige,Informationsteknik,Internettjänster
1347,Veg of Lund,1917,VOLAB,SE0013281979,Aktie,First North,Sverige,Dagligvaror,Drycker
1348,Musti Group,1918,MUSTI,FI4000410758,Aktie,Mid Cap,Finland,Dagligvaror,Hälsoprodukter
1349,QLife,1921,QLIFE,SE0013486552,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
1350,Monivent,1922,MONI,SE0013512282,Aktie,Spotlight,Sverige,Hälsovård,Läkemedel
1351,Preservia Holding Pref,1923,PHOL PREF,SE0013486099,Pref,NGM,Sverige,Finans & Fastighet,Fastighetsbolag
1352,Stayble Therapeutics,1924,STABL,SE0013513652,Aktie,First North,Sverige,Hälsovård,Läkemedel
1353,BW Energy Limited,1927,BWE,BMG0702P1086,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Exploatering
1354,Northern Ocean,1928,NOL,BMG6682J1036,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Exploatering
1355,Quantafuel,1929,QFUEL,NO0010785967,Aktie,Oslo Growth,Norge,Industri,Energi & Återvinning
1356,Electrolux Professional B,1930,EPRO B,SE0013747870,Aktie,Large Cap,Sverige,Sällanköpsvaror,Hemelektronik
1357,Cloudberry Clean Energy,1932,CLOUD,NO0010876642,Aktie,Oslo Bors,Norge,Kraftförsörjning,Förnybarenergi
1358,Bioextrax,1933,BIOEX,SE0016276752,Aktie,First North,Sverige,Material,Kemikalier
1359,Romsdal Sparebank,1934,ROMSB,NO0010759988,Aktie,Oslo Growth,Norge,Finans & Fastighet,Banker
1360,oodash Group,1935,OODA,SE0020699296,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1361,Pexip,1937,PEXIP,NO0010840507,Aktie,Oslo Bors,Norge,Informationsteknik,Kommunikation
1362,AegirBio,1938,AEGIR,SE0014401121,Aktie,First North,Sverige,Hälsovård,Läkemedel
1363,Biofrigas,1939,BIOF,SE0014262887,Aktie,Spotlight,Sverige,Kraftförsörjning,Bioenergi
1364,Ecore Group,1940,ECORE,SE0013888963,Aktie,Spotlight,Sverige,Sällanköpsvaror,Kläder & Skor
1365,Nanoform,1941,NANOFS,FI4000330972,Aktie,First North,Sverige,Hälsovård,Läkemedel
1366,Nanoform,1943,NANOFH,FI4000330972,Aktie,First North,Finland,Hälsovård,Läkemedel
1367,Shape Robotics,1944,SHAPE,DK0061273125,Aktie,Small Cap,Danmark,Informationsteknik,Elektronisk Utrustning
1368,Penneo,1945,PENNEO,DK0061283009,Aktie,Small Cap,Danmark,Informationsteknik,Affärs- & IT-System
1369,Monsenso,1946,MONSO,DK0061277977,Aktie,First North,Danmark,Informationsteknik,Affärs- & IT-System
1370,LED iBond,1947,LEDIBOND,DK0061274529,Aktie,First North,Danmark,Industri,Elektroniska komponenter
1371,Fom Technologies,1948,FOM,DK0061278199,Aktie,First North,Danmark,Industri,Industrimaskiner
1372,Andfjord Salmon,1950,ANDF,NO0010829765,Aktie,Oslo Growth,Norge,Dagligvaror,Fiskodling
1373,Ice Fish Farm,1951,IFISH,NO0010884794,Aktie,Oslo Growth,Norge,Dagligvaror,Fiskodling
1374,Magle Chemoswed,1952,MAGLE,SE0014401014,Aktie,First North,Sverige,Hälsovård,Läkemedel
1375,Genova Property,1953,GPG,SE0007184189,Aktie,Mid Cap,Sverige,Finans & Fastighet,Fastighetsbolag
1376,Aker BioMarine,1954,AKBM,NO0010886625,Aktie,Oslo Bors,Norge,Dagligvaror,Hälsoprodukter
1377,Ayfie,1955,AYFIE,NO0012861683,Aktie,Oslo Growth,Norge,Informationsteknik,Affärs- & IT-System
1378,Northern CapSek,1956,CAPS,SE0014452942,Aktie,NGM,Sverige,Finans & Fastighet,Investmentbolag
1379,EXACT Therapeutics,1959,EXTX,NO0010852213,Aktie,Oslo Growth,Norge,Hälsovård,Medicinsk Utrustning
1380,ININ Group,1960,ININ,NO0010864036,Aktie,Oslo Growth,Norge,Industri,Mätning & Analys
1381,Spir Group,1962,SPIR,NO0012548819,Aktie,Oslo Bors,Norge,Informationsteknik,Affärs- & IT-System
1382,Aker Carbon Capture,1963,ACC,NO0010890304,Aktie,Oslo Bors,Norge,Industri,Energi & Återvinning
1383,BEWi,1965,BEWI,NO0010890965,Aktie,Oslo Bors,Norge,Material,Kemikalier
1384,Instabank,1966,INSTA,NO0010762792,Aktie,Oslo Growth,Norge,Finans & Fastighet,Banker
1385,Spotlight Group,1967,SPGR,SE0014704763,Aktie,Spotlight,Sverige,Finans & Fastighet,Kapitalförvaltning
1386,Exsitec,1968,EXS,SE0014035762,Aktie,First North,Sverige,Informationsteknik,IT-Konsulter
1387,Partnera,1969,PARTNE1,FI0009009559,Aktie,First North,Finland,Finans & Fastighet,Investmentbolag
1388,Mdundo.com,1970,MDUNDO,DK0061286101,Aktie,First North,Danmark,Informationsteknik,Internettjänster
1389,Readly,1971,READ,SE0014855292,Aktie,First North,Sverige,Sällanköpsvaror,Media & Publicering
1390,Implantica,1972,IMP A SDB,SE0014855029,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
1391,Energy Save,1973,ESGR B,SE0014428447,Aktie,First North,Sverige,Industri,Energi & Återvinning
1392,Lifeclean,1974,LCLEAN,SE0014829271,Aktie,First North,Sverige,Material,Kemikalier
1393,Neola Medical,1975,NEOLA,SE0014829255,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
1394,Curasight,1976,CURAS,DK0061295797,Aktie,Spotlight,Danmark,Hälsovård,Läkemedel
1395,MGI - Media & Games,1977,M8G,SE0018538068,Aktie,First North,Sverige,Sällanköpsvaror,Gaming & Spel
1396,OMDA,1978,OMDA,NO0010894512,Aktie,Oslo Growth,Norge,Informationsteknik,Affärs- & IT-System
1397,Qliro,1979,QLIRO,SE0013719077,Aktie,Small Cap,Sverige,Finans & Fastighet,Kredit & Finansiering
1398,Audientes,1980,AUDNTS,DK0061406618,Aktie,Spotlight,Danmark,Hälsovård,Medicinsk Utrustning
1399,Agilyx,1981,AGLX,NO0010872468,Aktie,Oslo Bors,Norge,Industri,Energi & Återvinning
1400,Mintra,1982,MNTR,NO0010895022,Aktie,Oslo Growth,Norge,Informationsteknik,Affärs- & IT-System
1401,Salmon Evolution,1985,SALME,NO0010892094,Aktie,Oslo Bors,Norge,Dagligvaror,Fiskodling
1402,Nykode Therapeutics,1986,NYKD,NO0010714785,Aktie,Oslo Bors,Norge,Hälsovård,Biotech
1403,Zaptec,1987,ZAP,NO0010713936,Aktie,Oslo Bors,Norge,Industri,Energi & Återvinning
1404,Food & Beverage,1988,SX4510PI,SE0004383511,BranschIndex,Index,Sverige,N/A,N/A
1405,Household Goods,1989,SX402020PI,SE0004383552,BranschIndex,Index,Sverige,N/A,N/A
1406,Leisure Goods,1990,SX402030PI,SE0004383560,BranschIndex,Index,Sverige,N/A,N/A
1407,Personal Goods,1991,SX402040PI,SE0004383578,BranschIndex,Index,Sverige,N/A,N/A
1408,Medical Equipment,1992,SX201020PI,SE0004392942,BranschIndex,Index,Sverige,N/A,N/A
1409,Pharmaceuticals,1993,SX201030PI,SE0004383610,BranschIndex,Index,Sverige,N/A,N/A
1410,Retail,1994,SX4040PI,SE0004383636,BranschIndex,Index,Sverige,N/A,N/A
1411,Media,1995,SX4030PI,SE0004383669,BranschIndex,Index,Sverige,N/A,N/A
1412,Travel & Leisure,1996,SX4050PI,SE0004383685,BranschIndex,Index,Sverige,N/A,N/A
1413,Banks,1997,SX3010PI,SE0004383792,BranschIndex,Index,Sverige,N/A,N/A
1414,OMXS Real Estate,1998,SX35PI,SE0004383842,SectorIndex,Index,Sverige,N/A,N/A
1415,Financial Services,1999,SX3020PI,SE0004383875,BranschIndex,Index,Sverige,N/A,N/A
1416,Software & Computer,2000,SX101010PI,SE0004383917,BranschIndex,Index,Sverige,N/A,N/A
1417,Wästbygg,2001,WBGR B,SE0014453874,Aktie,Small Cap,Sverige,Industri,Byggnation & Infrastruktur
1418,Elliptic Laboratories,2002,ELABS,NO0010722283,Aktie,Oslo Bors,Norge,Informationsteknik,Biometri
1419,HydrogenPro,2003,HYPRO,NO0010892359,Aktie,Oslo Bors,Norge,Kraftförsörjning,Bioenergi
1420,Norcod,2004,NCOD,NO0010892912,Aktie,Oslo Growth,Norge,Dagligvaror,Fiskodling
1421,TECO 2030,2005,TECO,NO0010887516,Aktie,Oslo Growth,Norge,Industri,Energi & Återvinning
1422,BoMill,2006,BOMILL,SE0014583332,Aktie,First North,Sverige,Industri,Mätning & Analys
1423,Klimator,2007,KLIMAT,SE0014401329,Aktie,First North,Sverige,Industri,Mätning & Analys
1424,Nordic Paper,2008,NPAPER,SE0014808838,Aktie,Mid Cap,Sverige,Material,Skogsbolag
1425,Link Mobility,2011,LINK,NO0010894231,Aktie,Oslo Bors,Norge,Telekommunikation,Telekomtjänster
1426,CodeLab Capital,2012,CODE,NO0010895667,Aktie,Oslo Growth,Norge,Informationsteknik,Affärs- & IT-System
1427,Volue,2013,VOLUE,NO0010894603,Aktie,Oslo Bors,Norge,Informationsteknik,Affärs- & IT-System
1428,Lohilo Foods,2014,LOHILO,SE0014262549,Aktie,First North,Sverige,Dagligvaror,Livsmedel
1429,Icelandic Salmon,2015,ISLAX,NO0010724701,Aktie,Oslo Growth,Norge,Dagligvaror,Fiskodling
1430,Prostatype Genomics,2016,PROGEN,SE0014684569,Aktie,First North,Sverige,Hälsovård,Läkemedel
1431,Svenska Nyttobostäder,2018,NYTTO,SE0014808853,Aktie,First North,Sverige,Finans & Fastighet,Fastighetsbolag
1432,Svenska Nyttobostäder Pref,2019,NYTTO PREF,SE0014808861,Pref,First North,Sverige,Finans & Fastighet,Fastighetsbolag
1433,CDON,2023,CDON,SE0015191911,Aktie,First North,Sverige,Sällanköpsvaror,Detaljhandel
1434,Alefarm Brewing,2025,ALEFRM,DK0061407699,Aktie,First North,Danmark,Dagligvaror,Bryggeri
1435,WindowMaster,2026,WMA,DK0061278355,Aktie,First North,Danmark,Industri,Installation & VVS
1436,Dancann Pharma,2027,DANCAN,DK0061410487,Aktie,Spotlight,Danmark,Hälsovård,Läkemedel
1437,Dataproces,2028,DATA,DK0061408580,Aktie,First North,Danmark,Informationsteknik,Affärs- & IT-System
1438,Airthings,2029,AIRX,NO0010895568,Aktie,Oslo Bors,Norge,Industri,Installation & VVS
1439,Everfuel,2030,EFUEL,DK0061414711,Aktie,Oslo Growth,Norge,Kraftförsörjning,Bioenergi
1440,Ocean Sun,2032,OSUN,NO0010887565,Aktie,Oslo Growth,Norge,Kraftförsörjning,Förnybarenergi
1441,Luxbright,2033,LXB,SE0015192075,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
1442,Fortinova,2034,FNOVA B,SE0014608915,Aktie,First North,Sverige,Finans & Fastighet,Fastighetsbolag
1443,Re:NewCell,2035,RENEW,SE0014960431,Aktie,First North,Sverige,Industri,Energi & Återvinning
1444,Boozt,2036,BOOZT DKK,SE0009888738,Aktie,Mid Cap,Danmark,Sällanköpsvaror,Kläder & Skor
1445,HusCompagniet,2037,HUSCO,DK0061412855,Aktie,Small Cap,Danmark,Industri,Bostadsbyggnation
1446,Cadeler,2038,CADLR,DK0061412772,Aktie,Oslo Bors,Norge,Kraftförsörjning,Vindkraft
1447,Huddlestock Fintech,2039,HUDL,NO0010859648,Aktie,Oslo Growth,Norge,Informationsteknik,Affärs- & IT-System
1448,Nordic Aqua Partners,2041,NOAP,NO0012928805,Aktie,Oslo Growth,Norge,Dagligvaror,Fiskodling
1449,The Kingfish Company,2043,KING,NL00150001S5,Aktie,Oslo Growth,Norge,Dagligvaror,Fiskodling
1450,Xplora Technologies,2044,XPLRA,NO0010895782,Aktie,Oslo Growth,Norge,Informationsteknik,Säkerhet & Bevakning
1451,Thunderful,2045,THUNDR,SE0015195888,Aktie,First North,Sverige,Sällanköpsvaror,Gaming & Spel
1452,Fasadgruppen,2046,FG,SE0015195771,Aktie,Mid Cap,Sverige,Industri,Byggmaterial
1453,Alltainer,2047,ALLT,SE0015192828,Aktie,Spotlight,Sverige,Industri,Byggmaterial
1454,Annehem Fastigheter,2048,ANNE B,SE0015221684,Aktie,Small Cap,Sverige,Finans & Fastighet,Fastighetsbolag
1455,CirChem,2049,CIRCHE,SE0015193529,Aktie,First North,Sverige,Industri,Energi & Återvinning
1456,Stenhus Fastigheter,2050,SFAST,SE0014956819,Aktie,First North,Sverige,Finans & Fastighet,Fastighetsbolag
1457,Hexagon Purus,2053,HPUR,NO0010904923,Aktie,Oslo Bors,Norge,Industri,Industrikomponenter
1458,Kraft Bank,2054,KRAB,NO0010815103,Aktie,Oslo Growth,Norge,Finans & Fastighet,Nischbanker
1459,Nordic Unmanned,2055,NUMND,NO0010907090,Aktie,Oslo Growth,Norge,Industri,Flygtransport
1460,Biokraft International,2056,BIOGAS,SE0015242896,Aktie,First North,Sverige,Kraftförsörjning,Bioenergi
1461,DecideAct,2057,ACT,DK0061414471,Aktie,First North,Danmark,Informationsteknik,Affärs- & IT-System
1462,Cessatech,2058,CESSA,DK0061411964,Aktie,Spotlight,Danmark,Hälsovård,Läkemedel
1463,Spotlio,2059,SPOT,NO0010781560,Aktie,Oslo Growth,Norge,Informationsteknik,Affärs- & IT-System
1464,Cyviz,2060,CYVIZ,NO0010015175,Aktie,Oslo Growth,Norge,Informationsteknik,Affärs- & IT-System
1465,Imsys,2062,IMSYS,SE0021309689,Aktie,NGM,Sverige,Informationsteknik,Elektronik & Tillverkning
1466,Aros Bostadsutveckling Pref B,2063,AROS PREF B,SE0015195706,Pref,First North,Sverige,Finans & Fastighet,Fastighetsbolag
1467,Elektroimportoren,2064,ELIMP,NO0010911902,Aktie,Oslo Growth,Norge,Industri,Elektroniska komponenter
1468,ELLWEE,2065,ELLWEE,SE0020551679,Aktie,First North,Sverige,Sällanköpsvaror,Bil & Motor
1469,MPC Energy Solutions,2066,MPCES,NL0015268814,Aktie,Oslo Growth,Norge,Kraftförsörjning,Förnybarenergi
1470,Backaheden,2067,BACKA,SE0015221619,Aktie,Spotlight,Sverige,Finans & Fastighet,Fastighetsbolag
1471,Streamify,2068,STREAM,SE0015244462,Aktie,Spotlight,Sverige,Informationsteknik,Affärs- & IT-System
1472,Nexcom,2069,NEXCOM,DK0061417144,Aktie,First North,Danmark,Informationsteknik,Affärs- & IT-System
1473,Aker Horizons,2070,AKH,NO0010921232,Aktie,Oslo Bors,Norge,Finans & Fastighet,Investmentbolag
1474,Horisont Energi,2071,HRGI,NO0010917339,Aktie,Oslo Growth,Norge,Kraftförsörjning,Bioenergi
1475,Proximar Seafood,2072,PROXI,NO0010893902,Aktie,Oslo Growth,Norge,Dagligvaror,Fiskodling
1476,BactiQuant,2074,BACTIQ,DK0061417730,Aktie,First North,Danmark,Industri,Energi & Återvinning
1477,Nimbus,2075,BOAT,SE0015407390,Aktie,First North,Sverige,Sällanköpsvaror,Bil & Motor
1478,Fractal Gaming,2076,FRACTL,SE0015504477,Aktie,First North,Sverige,Informationsteknik,Datorer & Hårdvara
1479,Cint Group,2077,CINT,SE0015483276,Aktie,Mid Cap,Sverige,Informationsteknik,Affärs- & IT-System
1480,OncoZenge,2078,ONCOZ,SE0015504097,Aktie,First North,Sverige,Hälsovård,Läkemedel
1481,Abera Bioscience,2079,ABERA,SE0015245097,Aktie,Spotlight,Sverige,Hälsovård,Biotech
1482,Desenio,2080,DSNO,SE0015657853,Aktie,First North,Sverige,Sällanköpsvaror,Möbler & Inredning
1483,Lipigon Pharmaceuticals,2081,LPGO,SE0015382072,Aktie,First North,Sverige,Hälsovård,Läkemedel
1484,Kreate Group,2082,KREATE,FI4000476866,Aktie,Small Cap,Finland,Industri,Byggnation & Infrastruktur
1485,Arctic Fish,2084,AFISH,NO0010917719,Aktie,Oslo Growth,Norge,Dagligvaror,Fiskodling
1486,Arctic Bioscience,2085,ABS,NO0010859580,Aktie,Oslo Growth,Norge,Dagligvaror,Hälsoprodukter
1487,Cambi,2086,CAMBI,NO0010078850,Aktie,Oslo Growth,Norge,Kraftförsörjning,Bioenergi
1488,Circa Group,2087,CIRCA,NO0010917594,Aktie,Oslo Growth,Norge,Hälsovård,Biotech
1489,Envipco,2088,ENVIP,NL0015000GX8,Aktie,Oslo Growth,Norge,Industri,Energi & Återvinning
1490,Hav Group,2090,HAV,NO0010931918,Aktie,Oslo Growth,Norge,Kraftförsörjning,Förnybarenergi
1491,Huddly,2091,HDLY,NO0010776990,Aktie,Oslo Growth,Norge,Informationsteknik,Elektronisk Utrustning
1492,Otovo,2092,OTOVO,NO0010809783,Aktie,Oslo Bors,Norge,Industri,Affärskonsulter
1493,Pryme,2093,PRYME,NL00150005Z1,Aktie,Oslo Growth,Norge,Industri,Energi & Återvinning
1494,Rana Gruber,2094,RANA,NO0010907389,Aktie,Oslo Bors,Norge,Material,Gruv - Prospekt & Drift
1495,Skandia GreenPower,2095,SKAND,NO0010931207,Aktie,Oslo Growth,Norge,Kraftförsörjning,Solkraft
1496,Lumi Gruppen,2096,LUMI,NO0010927288,Aktie,Oslo Growth,Norge,Industri,Utbildning
1497,CoinShares,2097,CS,JE00BLD8Y945,Aktie,Mid Cap,Sverige,Informationsteknik,Betalning & E-handel
1498,Refine Group,2098,REFINE,SE0021021656,Aktie,First North,Sverige,Sällanköpsvaror,Kläder & Skor
1499,Ekobot,2100,EKOBOT,SE0015346812,Aktie,First North,Sverige,Industri,Industrimaskiner
1500,RugVista,2101,RUG,SE0015659834,Aktie,First North,Sverige,Sällanköpsvaror,Möbler & Inredning
1501,Nightingale Health,2102,HEALTH,FI4000490875,Aktie,First North,Finland,Hälsovård,Läkemedel
1502,Acrinova B,2104,ACRI B,SE0015660030,Stocks2,Small Cap,Sverige,Finans & Fastighet,Fastighetsbolag
1503,Embellence,2105,EMBELL,SE0013888831,Aktie,First North,Sverige,Sällanköpsvaror,Möbler & Inredning
1504,Fantasma Games,2106,FAGA,SE0015557053,Aktie,First North,Sverige,Sällanköpsvaror,Betting & Casino
1505,Yubico,2107,YUBICO,SE0015657788,Aktie,First North,Sverige,Informationsteknik,Säkerhet & Bevakning
1506,Idun Industrier,2108,IDUN B,SE0013512464,Aktie,First North,Sverige,Finans & Fastighet,Investmentbolag
1507,Pierce Group,2109,PIERCE,SE0015658364,Aktie,Small Cap,Sverige,Sällanköpsvaror,Bil & Motor
1508,Orthex,2110,ORTHEX,FI4000480504,Aktie,Small Cap,Finland,Sällanköpsvaror,Detaljhandel
1509,Sitowise Group,2111,SITOWS,FI4000480215,Aktie,Mid Cap,Finland,Industri,Affärskonsulter
1510,RISMA Systems,2112,RISMA,DK0061534377,Aktie,First North,Danmark,Informationsteknik,Affärs- & IT-System
1511,Integrated Wind,2115,IWS,NO0010955883,Aktie,Oslo Growth,Norge,Kraftförsörjning,Vindkraft
1512,Green Minerals,2116,GEM,NO0010907744,Aktie,Oslo Growth,Norge,Energi,Olja & Gas - Exploatering
1513,Kyoto Group,2117,KYOTO,NO0010936750,Aktie,Oslo Growth,Norge,Kraftförsörjning,Förnybarenergi
1514,Cheffelo,2119,CHEF,SE0015556873,Aktie,First North,Sverige,Dagligvaror,Livsmedel
1515,Euroafrica Digital Ventures,2120,EURA,SE0015660345,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1516,Krona Public Real Estate,2121,KRONA,SE0015657895,Aktie,Spotlight,Sverige,Finans & Fastighet,Fastighetsbolag
1517,Nowonomics,2123,NOWO,SE0015660840,Aktie,NGM,Sverige,Finans & Fastighet,Kapitalförvaltning
1518,Polymer Factory,2125,POLYMER,SE0015244470,Aktie,Spotlight,Sverige,Material,Kemikalier
1519,Tekna Holding,2126,TEKNA,NO0010951577,Aktie,Oslo Bors,Norge,Industri,Industrikomponenter
1520,Hemnet,2127,HEM,SE0015671995,Aktie,Large Cap,Sverige,Informationsteknik,Internettjänster
1521,Dlaboratory,2128,DLAB,SE0015658380,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1522,Lipum,2129,LIPUM,SE0015660899,Aktie,First North,Sverige,Hälsovård,Läkemedel
1523,Plexian,2130,PLEX,SE0015659941,Aktie,First North,Sverige,Informationsteknik,Betalning & E-handel
1524,Sensor Alarm,2131,SELARM,SE0015657663,Aktie,Spotlight,Sverige,Industri,Säkerhet
1525,Trainimal,2132,TRML,SE0011528082,Aktie,NGM,Sverige,Sällanköpsvaror,Fritid & Sport
1526,Modelon,2133,MODEL B,SE0015948591,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1527,Tellusgruppen,2135,TELLUS,SE0015504519,Aktie,First North,Sverige,Industri,Utbildning
1528,Goobit Group,2136,BTCX,SE0015837752,Aktie,NGM,Sverige,Informationsteknik,Affärs- & IT-System
1529,Hemply Balance,2137,HMPLY,SE0014402400,Aktie,NGM,Sverige,Hälsovård,Hälsovård & Hjälpmedel
1530,Spermosens,2138,SPERM,SE0015346424,Aktie,Spotlight,Sverige,Hälsovård,Läkemedel
1531,Hynion,2139,HYN,NO0010920945,Aktie,Oslo Growth,Norge,Kraftförsörjning,Bioenergi
1532,checkin.com,2140,CHECK,SE0015810502,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1533,Duearity,2141,DEAR,SE0015949482,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
1534,JS Security,2142,JSSEC,SE0014829495,Aktie,Spotlight,Sverige,Informationsteknik,Affärs- & IT-System
1535,Safello Group,2143,SFL,SE0015346895,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1536,Twiik,2145,TWIIK,SE0015797352,Aktie,First North,Sverige,Sällanköpsvaror,Fritid & Sport
1537,Arla Plast,2147,ARPL,SE0015810817,Aktie,Small Cap,Sverige,Industri,Byggmaterial
1538,Cedergrenska,2148,CEDER,SE0015949946,Aktie,First North,Sverige,Industri,Utbildning
1539,Tessin Nordic,2149,TESSIN,SE0009522451,Aktie,First North,Sverige,Finans & Fastighet,Fastighetsbolag
1540,Linc,2150,LINC,SE0015949433,Aktie,Mid Cap,Sverige,Finans & Fastighet,Investmentbolag
1541,Zesec of Sweden,2151,ZESEC,SE0015812540,Aktie,NGM,Sverige,Industri,Byggmaterial
1542,Alexandria Group,2152,ALEX,FI4000153465,Aktie,First North,Finland,Finans & Fastighet,Kapitalförvaltning
1543,Hydract,2153,HYDRCT,DK0061531944,Aktie,First North,Danmark,Industri,Industrikomponenter
1544,Impero,2154,IMPERO,DK0061536828,Aktie,First North,Danmark,Informationsteknik,Affärs- & IT-System
1545,Trophy Games,2155,TGAMES,DK0061537206,Aktie,First North,Danmark,Sällanköpsvaror,Gaming & Spel
1546,NORD.investments,2157,NORD,DK0061540184,Aktie,First North,Danmark,Finans & Fastighet,Kapitalförvaltning
1547,DonkeyRepublic,2158,DONKEY,DK0061540770,Aktie,First North,Danmark,Industri,Stödtjänster & Service
1548,Trifork,2159,TRIFOR,CH1111227810,Aktie,Mid Cap,Danmark,Informationsteknik,Affärs- & IT-System
1549,Norse Atlantic,2160,NORSE,NO0012885252,Aktie,Oslo Expand,Norge,Industri,Flygtransport
1550,Argeo,2161,ARGEO,NO0010946593,Aktie,Oslo Growth,Norge,Energi,Olja & Gas - Service
1551,Bergen Carbon,2162,BCS,NO0010950249,Aktie,Oslo Growth,Norge,Industri,Energi & Återvinning
1552,Desert Control,2163,DSRT,NO0010963275,Aktie,Oslo Growth,Norge,Material,Kemikalier
1553,Nordic Halibut,2164,NOHAL,NO0003058109,Aktie,Oslo Growth,Norge,Dagligvaror,Fiskodling
1554,Norsk Renewables,2165,NSOL,NO0010941925,Aktie,Oslo Growth,Norge,Kraftförsörjning,Solkraft
1555,Statt Torsk,2166,STATT,NO0010775844,Aktie,Oslo Growth,Norge,Dagligvaror,Fiskodling
1556,Deep Value Driller,2167,DVD,NO0010955917,Aktie,Oslo Growth,Norge,Energi,Olja & Gas - Exploatering
1557,Clean Seas Seafood,2168,CSS,AU000000CSS3,Aktie,Oslo Growth,Norge,Dagligvaror,Fiskodling
1558,ECIT,2169,ECIT,NO0010939804,Aktie,Oslo Growth,Norge,Informationsteknik,Affärs- & IT-System
1559,Lokotech,2170,LOKO,NO0010921299,Aktie,Oslo Growth,Norge,Informationsteknik,Datorer & Hårdvara
1560,Norsk Titanium,2171,NTI,NO0010969108,Aktie,Oslo Growth,Norge,Industri,Industrikomponenter
